article_url,article_doi,is_cited,num_cit,dataset_url,dataset_id,abstract,citation_reference,notes,tips
https://link.springer.com/article/10.1007/s12237-011-9386-6,10.1007/s12237-011-9386-6,y,6,http://arcticdata.io/catalog/view/urn:uuid:621d3674-aca3-4b39-bbe4-338fa125c827,urn:uuid:621d3674-aca3-4b39-bbe4-338fa125c827,"The Polaris Project II seeks to amplify the impact of Polaris I (now in its third and final year) through its extension, expansion, and enhancement. The three overarching objectives of Polaris II are to 1) train the next generation of arctic researchers, 2) advance scientific understanding of the Arctic, and 3) expand public awareness of the feedbacks between the Arctic and the global climate system. These objectives will be accomplished through a multi-faceted effort that includes a summer field course/research experience in the Siberian Arctic, a series of on-campus arctic-focused courses, and a wide range of outreach activities. While undergraduate students remain the primary focus of Polaris II, participation in the annual field course will be expanded to include a K-12 teacher, graduate student, postdoctoral researcher, and visiting faculty member each year. Outreach activities will target K-12 students and teachers, undergraduate students and faculty, and a diverse public audience. The unifying scientific theme of the Polaris Project is the transport and transformation of carbon and nutrients as they move with water from terrestrial uplands to the Arctic Ocean. Research conducted by the interdisciplinary Polaris Project team of faculty and students will make fundamental contributions to the scientific understanding of this topic, a central issue in arctic system science. While continued scientific advances are essential for arctic system understanding, prediction, and protection, tackling the climate change challenge is also a matter of education. Polaris II offers a unique experience in undergraduate research that will inspire and prepare a new generation of arctic researchers. Further, it will convey the importance of the Arctic to the public and to policy-makers, providing them with the knowledge they need to make informed decisions. The Polaris Project will achieve a broad and lasting impact by linking interdisciplinary scientific research to innovative undergraduate education and imaginative public outreach. In addition to providing a transformative experience for the participants in the annual Siberian field course, Polaris II will educate large numbers of undergraduate students who complete the Polaris-affiliated on-campus courses. The project will also engage K-12 students and teachers through direct and sustained interactions with Polaris PIs and broad dissemination of education and outreach materials. Finally, Polaris II will inform a diverse public audience about the state of the Arctic, ecosystems research, and global climate change. Approaches to project outreach include expansion of the Polaris website and associated blog (www.thepolarisproject.org) and the development of an online seminar series for undergraduates, K-12 teachers, and public participants. The production and wide distribution of multimedia videos addressing key arctic science themes will further expand the reach of the project, as will the inclusion of a writer in the 2011 field course with the objective of publishing a book about the Arctic, climate change, and the Polaris Project experience. As a resource for the scientific and education communities, Polaris data will be freely available through the project website and the Advanced Cooperative Arctic Data and Information Service (ACADIS)."," The production and wide distribution of multimedia videos addressing key arctic science themes will further expand the reach of the project, as will the inclusion of a writer in the 2011 field course with the objective of publishing a book about the Arctic, climate change, and the Polaris Project experience",,
https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2011JG001798,10.1029/2011JG001798,y,6,http://arcticdata.io/catalog/view/urn:uuid:621d3674-aca3-4b39-bbe4-338fa125c828,urn:uuid:621d3674-aca3-4b39-bbe4-338fa125c828,"The Polaris Project II seeks to amplify the impact of Polaris I (now in its third and final year) through its extension, expansion, and enhancement. The three overarching objectives of Polaris II are to 1) train the next generation of arctic researchers, 2) advance scientific understanding of the Arctic, and 3) expand public awareness of the feedbacks between the Arctic and the global climate system. These objectives will be accomplished through a multi-faceted effort that includes a summer field course/research experience in the Siberian Arctic, a series of on-campus arctic-focused courses, and a wide range of outreach activities. While undergraduate students remain the primary focus of Polaris II, participation in the annual field course will be expanded to include a K-12 teacher, graduate student, postdoctoral researcher, and visiting faculty member each year. Outreach activities will target K-12 students and teachers, undergraduate students and faculty, and a diverse public audience. The unifying scientific theme of the Polaris Project is the transport and transformation of carbon and nutrients as they move with water from terrestrial uplands to the Arctic Ocean. Research conducted by the interdisciplinary Polaris Project team of faculty and students will make fundamental contributions to the scientific understanding of this topic, a central issue in arctic system science. While continued scientific advances are essential for arctic system understanding, prediction, and protection, tackling the climate change challenge is also a matter of education. Polaris II offers a unique experience in undergraduate research that will inspire and prepare a new generation of arctic researchers. Further, it will convey the importance of the Arctic to the public and to policy-makers, providing them with the knowledge they need to make informed decisions. The Polaris Project will achieve a broad and lasting impact by linking interdisciplinary scientific research to innovative undergraduate education and imaginative public outreach. In addition to providing a transformative experience for the participants in the annual Siberian field course, Polaris II will educate large numbers of undergraduate students who complete the Polaris-affiliated on-campus courses. The project will also engage K-12 students and teachers through direct and sustained interactions with Polaris PIs and broad dissemination of education and outreach materials. Finally, Polaris II will inform a diverse public audience about the state of the Arctic, ecosystems research, and global climate change. Approaches to project outreach include expansion of the Polaris website and associated blog (www.thepolarisproject.org) and the development of an online seminar series for undergraduates, K-12 teachers, and public participants. The production and wide distribution of multimedia videos addressing key arctic science themes will further expand the reach of the project, as will the inclusion of a writer in the 2011 field course with the objective of publishing a book about the Arctic, climate change, and the Polaris Project experience. As a resource for the scientific and education communities, Polaris data will be freely available through the project website and the Advanced Cooperative Arctic Data and Information Service (ACADIS)."," The production and wide distribution of multimedia videos addressing key arctic science themes will further expand the reach of the project, as will the inclusion of a writer in the 2011 field course with the objective of publishing a book about the Arctic, climate change, and the Polaris Project experience",,
https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.12416,10.1111/gcb.12416.,y,6,http://arcticdata.io/catalog/view/urn:uuid:621d3674-aca3-4b39-bbe4-338fa125c829,urn:uuid:621d3674-aca3-4b39-bbe4-338fa125c829,"The Polaris Project II seeks to amplify the impact of Polaris I (now in its third and final year) through its extension, expansion, and enhancement. The three overarching objectives of Polaris II are to 1) train the next generation of arctic researchers, 2) advance scientific understanding of the Arctic, and 3) expand public awareness of the feedbacks between the Arctic and the global climate system. These objectives will be accomplished through a multi-faceted effort that includes a summer field course/research experience in the Siberian Arctic, a series of on-campus arctic-focused courses, and a wide range of outreach activities. While undergraduate students remain the primary focus of Polaris II, participation in the annual field course will be expanded to include a K-12 teacher, graduate student, postdoctoral researcher, and visiting faculty member each year. Outreach activities will target K-12 students and teachers, undergraduate students and faculty, and a diverse public audience. The unifying scientific theme of the Polaris Project is the transport and transformation of carbon and nutrients as they move with water from terrestrial uplands to the Arctic Ocean. Research conducted by the interdisciplinary Polaris Project team of faculty and students will make fundamental contributions to the scientific understanding of this topic, a central issue in arctic system science. While continued scientific advances are essential for arctic system understanding, prediction, and protection, tackling the climate change challenge is also a matter of education. Polaris II offers a unique experience in undergraduate research that will inspire and prepare a new generation of arctic researchers. Further, it will convey the importance of the Arctic to the public and to policy-makers, providing them with the knowledge they need to make informed decisions. The Polaris Project will achieve a broad and lasting impact by linking interdisciplinary scientific research to innovative undergraduate education and imaginative public outreach. In addition to providing a transformative experience for the participants in the annual Siberian field course, Polaris II will educate large numbers of undergraduate students who complete the Polaris-affiliated on-campus courses. The project will also engage K-12 students and teachers through direct and sustained interactions with Polaris PIs and broad dissemination of education and outreach materials. Finally, Polaris II will inform a diverse public audience about the state of the Arctic, ecosystems research, and global climate change. Approaches to project outreach include expansion of the Polaris website and associated blog (www.thepolarisproject.org) and the development of an online seminar series for undergraduates, K-12 teachers, and public participants. The production and wide distribution of multimedia videos addressing key arctic science themes will further expand the reach of the project, as will the inclusion of a writer in the 2011 field course with the objective of publishing a book about the Arctic, climate change, and the Polaris Project experience. As a resource for the scientific and education communities, Polaris data will be freely available through the project website and the Advanced Cooperative Arctic Data and Information Service (ACADIS)."," The production and wide distribution of multimedia videos addressing key arctic science themes will further expand the reach of the project, as will the inclusion of a writer in the 2011 field course with the objective of publishing a book about the Arctic, climate change, and the Polaris Project experience",,
https://iopscience.iop.org/article/10.1088/1748-9326/11/4/045002,10.1088/1748-9326/11/4/045002,y,6,http://arcticdata.io/catalog/view/urn:uuid:621d3674-aca3-4b39-bbe4-338fa125c830,urn:uuid:621d3674-aca3-4b39-bbe4-338fa125c830,"The Polaris Project II seeks to amplify the impact of Polaris I (now in its third and final year) through its extension, expansion, and enhancement. The three overarching objectives of Polaris II are to 1) train the next generation of arctic researchers, 2) advance scientific understanding of the Arctic, and 3) expand public awareness of the feedbacks between the Arctic and the global climate system. These objectives will be accomplished through a multi-faceted effort that includes a summer field course/research experience in the Siberian Arctic, a series of on-campus arctic-focused courses, and a wide range of outreach activities. While undergraduate students remain the primary focus of Polaris II, participation in the annual field course will be expanded to include a K-12 teacher, graduate student, postdoctoral researcher, and visiting faculty member each year. Outreach activities will target K-12 students and teachers, undergraduate students and faculty, and a diverse public audience. The unifying scientific theme of the Polaris Project is the transport and transformation of carbon and nutrients as they move with water from terrestrial uplands to the Arctic Ocean. Research conducted by the interdisciplinary Polaris Project team of faculty and students will make fundamental contributions to the scientific understanding of this topic, a central issue in arctic system science. While continued scientific advances are essential for arctic system understanding, prediction, and protection, tackling the climate change challenge is also a matter of education. Polaris II offers a unique experience in undergraduate research that will inspire and prepare a new generation of arctic researchers. Further, it will convey the importance of the Arctic to the public and to policy-makers, providing them with the knowledge they need to make informed decisions. The Polaris Project will achieve a broad and lasting impact by linking interdisciplinary scientific research to innovative undergraduate education and imaginative public outreach. In addition to providing a transformative experience for the participants in the annual Siberian field course, Polaris II will educate large numbers of undergraduate students who complete the Polaris-affiliated on-campus courses. The project will also engage K-12 students and teachers through direct and sustained interactions with Polaris PIs and broad dissemination of education and outreach materials. Finally, Polaris II will inform a diverse public audience about the state of the Arctic, ecosystems research, and global climate change. Approaches to project outreach include expansion of the Polaris website and associated blog (www.thepolarisproject.org) and the development of an online seminar series for undergraduates, K-12 teachers, and public participants. The production and wide distribution of multimedia videos addressing key arctic science themes will further expand the reach of the project, as will the inclusion of a writer in the 2011 field course with the objective of publishing a book about the Arctic, climate change, and the Polaris Project experience. As a resource for the scientific and education communities, Polaris data will be freely available through the project website and the Advanced Cooperative Arctic Data and Information Service (ACADIS)."," The production and wide distribution of multimedia videos addressing key arctic science themes will further expand the reach of the project, as will the inclusion of a writer in the 2011 field course with the objective of publishing a book about the Arctic, climate change, and the Polaris Project experience",,
https://onlinelibrary.wiley.com/doi/pdf/10.1111/gcb.12304,10.1111/gcb.12304,y,6,http://arcticdata.io/catalog/view/urn:uuid:621d3674-aca3-4b39-bbe4-338fa125c831,urn:uuid:621d3674-aca3-4b39-bbe4-338fa125c831,"The Polaris Project II seeks to amplify the impact of Polaris I (now in its third and final year) through its extension, expansion, and enhancement. The three overarching objectives of Polaris II are to 1) train the next generation of arctic researchers, 2) advance scientific understanding of the Arctic, and 3) expand public awareness of the feedbacks between the Arctic and the global climate system. These objectives will be accomplished through a multi-faceted effort that includes a summer field course/research experience in the Siberian Arctic, a series of on-campus arctic-focused courses, and a wide range of outreach activities. While undergraduate students remain the primary focus of Polaris II, participation in the annual field course will be expanded to include a K-12 teacher, graduate student, postdoctoral researcher, and visiting faculty member each year. Outreach activities will target K-12 students and teachers, undergraduate students and faculty, and a diverse public audience. The unifying scientific theme of the Polaris Project is the transport and transformation of carbon and nutrients as they move with water from terrestrial uplands to the Arctic Ocean. Research conducted by the interdisciplinary Polaris Project team of faculty and students will make fundamental contributions to the scientific understanding of this topic, a central issue in arctic system science. While continued scientific advances are essential for arctic system understanding, prediction, and protection, tackling the climate change challenge is also a matter of education. Polaris II offers a unique experience in undergraduate research that will inspire and prepare a new generation of arctic researchers. Further, it will convey the importance of the Arctic to the public and to policy-makers, providing them with the knowledge they need to make informed decisions. The Polaris Project will achieve a broad and lasting impact by linking interdisciplinary scientific research to innovative undergraduate education and imaginative public outreach. In addition to providing a transformative experience for the participants in the annual Siberian field course, Polaris II will educate large numbers of undergraduate students who complete the Polaris-affiliated on-campus courses. The project will also engage K-12 students and teachers through direct and sustained interactions with Polaris PIs and broad dissemination of education and outreach materials. Finally, Polaris II will inform a diverse public audience about the state of the Arctic, ecosystems research, and global climate change. Approaches to project outreach include expansion of the Polaris website and associated blog (www.thepolarisproject.org) and the development of an online seminar series for undergraduates, K-12 teachers, and public participants. The production and wide distribution of multimedia videos addressing key arctic science themes will further expand the reach of the project, as will the inclusion of a writer in the 2011 field course with the objective of publishing a book about the Arctic, climate change, and the Polaris Project experience. As a resource for the scientific and education communities, Polaris data will be freely available through the project website and the Advanced Cooperative Arctic Data and Information Service (ACADIS)."," The production and wide distribution of multimedia videos addressing key arctic science themes will further expand the reach of the project, as will the inclusion of a writer in the 2011 field course with the objective of publishing a book about the Arctic, climate change, and the Polaris Project experience",,
https://www.cambridge.org/core/journals/journal-of-glaciology/article/icecore-net-snow-accumulation-and-seasonal-snow-chemistry-at-a-temperateglacier-site-mount-waddington-southwest-british-columbia-canada/BFE67E26A16331B73DE8986FE05CBBE2,10.3189/2012JoG12J078,y,1,http://arcticdata.io/catalog/view/doi:10.18739/A20306,doi:10.18739/A20306,"Microsoft Excel spreadsheet detailing records of black carbon, dust, lead, and oxygen isotopes plotted versus depth and age in the Combatant Col ice core (Coast Range, southwest British Columbia, Canada). Data is as published in Neff et al., 2012. ""Ice-core net snow accumulation and seasonal snow chemistry at a temperate-glacier site: Mount Waddington, southwest British Columbia, Canada."" Journal of Glaciology, 58 (212), pp 1165-1175.",Data is as published in Neff et al,,
https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.14419,10.1111/gcb.14419,y,1,http://arcticdata.io/catalog/view/doi:10.18739/A2JQ0ST90,doi:10.18739/A2JQ0ST90,"This dataset contains Calanus hyperboreus abundance data compiled for the study Kvile KØ, Ashjian C, Feng Z, Zhang J, Ji R. 2018. Pushing the limit: Resilience of an Arctic copepod to environmental fluctuations. Global Change Biology, https://doi.org/10.1111/gcb.14419.  The file named 'chyp_abun_orig.xlsx' contains Calanus hyperboreus abundance data compiled between January and April 2017 from various published sources. See 'chyp_data_sources.xlsx' for a full overview of the data sources.  The dataset includes stage-specific abundance data for C. hyperboreus copepodid stages (C1-C5) and adults (C6 male or female)  given as ind. m-3 or ind. m-2. Data of merged stages (e.g. C1-C3) or of other units (biomass, presence/absence etc.) were not included.  Data missing information about sampling date, location (longitude, latitude), depth (upper and lower depth of sample), gear or mesh size were not included. If only lower sampling depth was given for subsequent stations, we assumed upper sampling depth was at the surface.  Obvious errors (e.g. unrealistic sampling positions) were corrected if there was a clear data entry error, otherwise, the entry was removed.  Some data are depth-integrated (surface-bottom), while other are for specific depth layers with multiple layers per station.  The data span from 1934 to 2016 and cover the entire Arctic Ocean and surrounding subarctic seas.  The following variables are included:  #1: Sampling year  #2: Sampling month  #3: Sampling day (day of month)  #4: Sampling time (0-24, often not given)  #5: Decimal latitude  #6: Decimal longitude (negative values for western hemisphere)  #7: Upper sampling depth (m, top depth of sampled interval)  #8: Lower sampling depth (m, bottom depth of sampled interval)  #9: Sampling mesh (μm)  #10: Sampling gear  #11: Dataset (see chyp_data_sources.xlsx)  #12: Dataset ID (see chyp_data_sources.xlsx)  #13-19: C.hyperboreus concentrations (ind./m3) per copepodid stage C1-C5 and adult females and males (C6f/m)  #20-27: C.hyperboreus abundances (ind./m2) per copepodid stage C1-C5 and adult females and males (C6f/m)",xlsx' contains Calanus hyperboreus abundance data compiled between January and April 2017 from various published sources,,
https://www.atmos-chem-phys-discuss.net/acp-2017-1117/acp-2017-1117.pdf,10.5194/acp-2017-1117,y,1,http://arcticdata.io/catalog/view/doi:10.18739/A29S1KK8S,doi:10.18739/A29S1KK8S,"The collaborative team will take advantage of the currently funded Greenland Inland Traverse (GrIT) traveling between Thule and Summit Greenland to access a spatially diverse area of the GIS in order to better understand albedo variability and the snow properties that influence albedo. The GrIT route offers a unique opportunity to study a wide range of snow accumulation zones (i.e. the ablation zone, soaked snow zone, the percolation zone and the dry snow zone) across Greenland, which are expected to have a broad range of albedo values as well as significant variability in snow physical properties and concentrations of light absorbing compounds (i.e. dust, elemental carbon, and brown carbon). The project's field component will take place over two seasons during the spring of 2013 and 2014. The approach will include stopping along the traverse to collect coincident daily measurements of snow spectral albedo, snow physical properties (i.e. specific surface area, density), surface snow light absorption properties (i.e. wavelength dependent absorption of water soluble compounds and particulates), and the concentrations of trace elements, organic, and elemental carbon. Additionally, the temporal evolution of spectral albedo will be monitored continuously during the sunlit months using autonomous stations deployed along the traverse route to track seasonal variations of snow albedo and to help attribute these variations to the physical and chemical composition of the snow. The results of this project will yield a unique data set characterizing the temporal and spatial variability of surface albedo as well as the physical and chemical properties of Greenland snow, which are broadly useful to both modeling, ice mass balance, and remote sensing communities. Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i.e. through work with the CESM PCWG) will ensure that this knowledge is used to improve process parameterizations in predictive global climate models. The team will also build on international collaborations begun in the Dartmouth IGERT program, including a week-long ambassadorship to Nuuk by co-PI Polashenski including lectures at the college and Katuuaq cultural center. Graduate, undergraduate, and high school student training will also be included in the project."," Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i",same dataset divided by year and whether data is hourly or daily,
,10.5194/acp-2017-1117,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2ZG6G74T,doi:10.18739/A2ZG6G74T,"The collaborative team will take advantage of the currently funded Greenland Inland Traverse (GrIT) traveling between Thule and Summit Greenland to access a spatially diverse area of the GIS in order to better understand albedo variability and the snow properties that influence albedo. The GrIT route offers a unique opportunity to study a wide range of snow accumulation zones (i.e. the ablation zone, soaked snow zone, the percolation zone and the dry snow zone) across Greenland, which are expected to have a broad range of albedo values as well as significant variability in snow physical properties and concentrations of light absorbing compounds (i.e. dust, elemental carbon, and brown carbon). The project's field component will take place over two seasons during the spring of 2013 and 2014. The approach will include stopping along the traverse to collect coincident daily measurements of snow spectral albedo, snow physical properties (i.e. specific surface area, density), surface snow light absorption properties (i.e. wavelength dependent absorption of water soluble compounds and particulates), and the concentrations of trace elements, organic, and elemental carbon. Additionally, the temporal evolution of spectral albedo will be monitored continuously during the sunlit months using autonomous stations deployed along the traverse route to track seasonal variations of snow albedo and to help attribute these variations to the physical and chemical composition of the snow. The results of this project will yield a unique data set characterizing the temporal and spatial variability of surface albedo as well as the physical and chemical properties of Greenland snow, which are broadly useful to both modeling, ice mass balance, and remote sensing communities. Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i.e. through work with the CESM PCWG) will ensure that this knowledge is used to improve process parameterizations in predictive global climate models. The team will also build on international collaborations begun in the Dartmouth IGERT program, including a week-long ambassadorship to Nuuk by co-PI Polashenski including lectures at the college and Katuuaq cultural center. Graduate, undergraduate, and high school student training will also be included in the project."," Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i",same dataset divided by year and whether data is hourly or daily,
,10.5194/acp-2017-1117,y,,http://arcticdata.io/catalog/view/doi:10.18739/A23775V89,doi:10.18739/A23775V89,"The collaborative team will take advantage of the currently funded Greenland Inland Traverse (GrIT) traveling between Thule and Summit Greenland to access a spatially diverse area of the GIS in order to better understand albedo variability and the snow properties that influence albedo. The GrIT route offers a unique opportunity to study a wide range of snow accumulation zones (i.e. the ablation zone, soaked snow zone, the percolation zone and the dry snow zone) across Greenland, which are expected to have a broad range of albedo values as well as significant variability in snow physical properties and concentrations of light absorbing compounds (i.e. dust, elemental carbon, and brown carbon). The project's field component will take place over two seasons during the spring of 2013 and 2014. The approach will include stopping along the traverse to collect coincident daily measurements of snow spectral albedo, snow physical properties (i.e. specific surface area, density), surface snow light absorption properties (i.e. wavelength dependent absorption of water soluble compounds and particulates), and the concentrations of trace elements, organic, and elemental carbon. Additionally, the temporal evolution of spectral albedo will be monitored continuously during the sunlit months using autonomous stations deployed along the traverse route to track seasonal variations of snow albedo and to help attribute these variations to the physical and chemical composition of the snow. The results of this project will yield a unique data set characterizing the temporal and spatial variability of surface albedo as well as the physical and chemical properties of Greenland snow, which are broadly useful to both modeling, ice mass balance, and remote sensing communities. Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i.e. through work with the CESM PCWG) will ensure that this knowledge is used to improve process parameterizations in predictive global climate models. The team will also build on international collaborations begun in the Dartmouth IGERT program, including a week-long ambassadorship to Nuuk by co-PI Polashenski including lectures at the college and Katuuaq cultural center. Graduate, undergraduate, and high school student training will also be included in the project."," Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i",same dataset divided by year and whether data is hourly or daily,
,10.5194/acp-2017-1117,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2707WP2P,doi:10.18739/A2707WP2P,"The collaborative team will take advantage of the currently funded Greenland Inland Traverse (GrIT) traveling between Thule and Summit Greenland to access a spatially diverse area of the GIS in order to better understand albedo variability and the snow properties that influence albedo. The GrIT route offers a unique opportunity to study a wide range of snow accumulation zones (i.e. the ablation zone, soaked snow zone, the percolation zone and the dry snow zone) across Greenland, which are expected to have a broad range of albedo values as well as significant variability in snow physical properties and concentrations of light absorbing compounds (i.e. dust, elemental carbon, and brown carbon). The project's field component will take place over two seasons during the spring of 2013 and 2014. The approach will include stopping along the traverse to collect coincident daily measurements of snow spectral albedo, snow physical properties (i.e. specific surface area, density), surface snow light absorption properties (i.e. wavelength dependent absorption of water soluble compounds and particulates), and the concentrations of trace elements, organic, and elemental carbon. Additionally, the temporal evolution of spectral albedo will be monitored continuously during the sunlit months using autonomous stations deployed along the traverse route to track seasonal variations of snow albedo and to help attribute these variations to the physical and chemical composition of the snow. The results of this project will yield a unique data set characterizing the temporal and spatial variability of surface albedo as well as the physical and chemical properties of Greenland snow, which are broadly useful to both modeling, ice mass balance, and remote sensing communities. Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i.e. through work with the CESM PCWG) will ensure that this knowledge is used to improve process parameterizations in predictive global climate models. The team will also build on international collaborations begun in the Dartmouth IGERT program, including a week-long ambassadorship to Nuuk by co-PI Polashenski including lectures at the college and Katuuaq cultural center. Graduate, undergraduate, and high school student training will also be included in the project."," Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i",same dataset divided by year and whether data is hourly or daily,
,10.5194/acp-2017-1117,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2BR8MG70,doi:10.18739/A2BR8MG70,"The collaborative team will take advantage of the currently funded Greenland Inland Traverse (GrIT) traveling between Thule and Summit Greenland to access a spatially diverse area of the GIS in order to better understand albedo variability and the snow properties that influence albedo. The GrIT route offers a unique opportunity to study a wide range of snow accumulation zones (i.e. the ablation zone, soaked snow zone, the percolation zone and the dry snow zone) across Greenland, which are expected to have a broad range of albedo values as well as significant variability in snow physical properties and concentrations of light absorbing compounds (i.e. dust, elemental carbon, and brown carbon). The project's field component will take place over two seasons during the spring of 2013 and 2014. The approach will include stopping along the traverse to collect coincident daily measurements of snow spectral albedo, snow physical properties (i.e. specific surface area, density), surface snow light absorption properties (i.e. wavelength dependent absorption of water soluble compounds and particulates), and the concentrations of trace elements, organic, and elemental carbon. Additionally, the temporal evolution of spectral albedo will be monitored continuously during the sunlit months using autonomous stations deployed along the traverse route to track seasonal variations of snow albedo and to help attribute these variations to the physical and chemical composition of the snow. The results of this project will yield a unique data set characterizing the temporal and spatial variability of surface albedo as well as the physical and chemical properties of Greenland snow, which are broadly useful to both modeling, ice mass balance, and remote sensing communities. Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i.e. through work with the CESM PCWG) will ensure that this knowledge is used to improve process parameterizations in predictive global climate models. The team will also build on international collaborations begun in the Dartmouth IGERT program, including a week-long ambassadorship to Nuuk by co-PI Polashenski including lectures at the college and Katuuaq cultural center. Graduate, undergraduate, and high school student training will also be included in the project."," Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i",same dataset divided by year and whether data is hourly or daily,
,10.5194/acp-2017-1117,y,,http://arcticdata.io/catalog/view/doi:10.18739/A24746R8J,doi:10.18739/A24746R8J,"The collaborative team will take advantage of the currently funded Greenland Inland Traverse (GrIT) traveling between Thule and Summit Greenland to access a spatially diverse area of the GIS in order to better understand albedo variability and the snow properties that influence albedo. The GrIT route offers a unique opportunity to study a wide range of snow accumulation zones (i.e. the ablation zone, soaked snow zone, the percolation zone and the dry snow zone) across Greenland, which are expected to have a broad range of albedo values as well as significant variability in snow physical properties and concentrations of light absorbing compounds (i.e. dust, elemental carbon, and brown carbon). The project's field component will take place over two seasons during the spring of 2013 and 2014. The approach will include stopping along the traverse to collect coincident daily measurements of snow spectral albedo, snow physical properties (i.e. specific surface area, density), surface snow light absorption properties (i.e. wavelength dependent absorption of water soluble compounds and particulates), and the concentrations of trace elements, organic, and elemental carbon. Additionally, the temporal evolution of spectral albedo will be monitored continuously during the sunlit months using autonomous stations deployed along the traverse route to track seasonal variations of snow albedo and to help attribute these variations to the physical and chemical composition of the snow. The results of this project will yield a unique data set characterizing the temporal and spatial variability of surface albedo as well as the physical and chemical properties of Greenland snow, which are broadly useful to both modeling, ice mass balance, and remote sensing communities. Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i.e. through work with the CESM PCWG) will ensure that this knowledge is used to improve process parameterizations in predictive global climate models. The team will also build on international collaborations begun in the Dartmouth IGERT program, including a week-long ambassadorship to Nuuk by co-PI Polashenski including lectures at the college and Katuuaq cultural center. Graduate, undergraduate, and high school student training will also be included in the project."," Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i",same dataset divided by year and whether data is hourly or daily,
,10.5194/acp-2017-1117,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2804XK3D,doi:10.18739/A2804XK3D,"The collaborative team will take advantage of the currently funded Greenland Inland Traverse (GrIT) traveling between Thule and Summit Greenland to access a spatially diverse area of the GIS in order to better understand albedo variability and the snow properties that influence albedo. The GrIT route offers a unique opportunity to study a wide range of snow accumulation zones (i.e. the ablation zone, soaked snow zone, the percolation zone and the dry snow zone) across Greenland, which are expected to have a broad range of albedo values as well as significant variability in snow physical properties and concentrations of light absorbing compounds (i.e. dust, elemental carbon, and brown carbon). The project's field component will take place over two seasons during the spring of 2013 and 2014. The approach will include stopping along the traverse to collect coincident daily measurements of snow spectral albedo, snow physical properties (i.e. specific surface area, density), surface snow light absorption properties (i.e. wavelength dependent absorption of water soluble compounds and particulates), and the concentrations of trace elements, organic, and elemental carbon. Additionally, the temporal evolution of spectral albedo will be monitored continuously during the sunlit months using autonomous stations deployed along the traverse route to track seasonal variations of snow albedo and to help attribute these variations to the physical and chemical composition of the snow. The results of this project will yield a unique data set characterizing the temporal and spatial variability of surface albedo as well as the physical and chemical properties of Greenland snow, which are broadly useful to both modeling, ice mass balance, and remote sensing communities. Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i.e. through work with the CESM PCWG) will ensure that this knowledge is used to improve process parameterizations in predictive global climate models. The team will also build on international collaborations begun in the Dartmouth IGERT program, including a week-long ambassadorship to Nuuk by co-PI Polashenski including lectures at the college and Katuuaq cultural center. Graduate, undergraduate, and high school student training will also be included in the project."," Conference presentations, rapid publication of results, and most importantly close collaboration with modelers, (i",same dataset divided by year and whether data is hourly or daily,
